transaction_id,customer_id,merchant_id,timestamp,amount,hour,is_fraud,amount_log,is_weekend,velocity_24h,amount_deviation,merchant_risk_score
e3a837cd-da8f-4ab0-975a-6f4132548e96,CUST_015709,MERCH_03504,2024-01-16 05:19:00,43.48900659876044,20,0,3.7952421159276297,0,2,0.3383540955959265,0.14028678456165494
4e361de0-d29c-468b-a1ec-b1a920611f63,CUST_020588,MERCH_01639,2024-01-22 13:04:00,405.8117924835984,8,0,6.008350652160342,0,6,0.10459473073825357,0.10314508451576336
8a7c9b39-c335-4e99-b111-fba324a99314,CUST_000969,MERCH_01448,2024-01-22 14:30:00,332.528708054859,0,1,5.809728942774926,0,19,8.238984105298906,0.6888831291613443
55bdca58-41eb-476d-aed8-d75934f3a40b,CUST_004645,MERCH_00981,2024-01-19 22:45:00,334.4297547320215,20,0,5.815412559622461,0,5,1.5508605184359863,0.2015768552277469
e3176d50-3e36-4f3e-8fdd-b11dc8a01c74,CUST_008997,MERCH_02786,2024-01-13 02:29:00,104.77020028015228,13,0,4.661268818882201,1,2,0.5807058721929248,0.0848582689825136
0a94f309-ee57-4b62-8880-afe6ed9e7bb7,CUST_003742,MERCH_03391,2024-01-20 08:20:00,51.36362549353874,18,0,3.9582121803088293,1,1,1.5127214450413133,0.3370618036289518
249e4679-e0d8-4911-b712-7670822b1d8d,CUST_001561,MERCH_01396,2024-01-19 02:29:00,114.8594304844454,15,0,4.752377650106987,0,3,1.1220999531608478,0.2790408913304094
cc46291c-ec29-41cd-b3d4-01c79bc8a129,CUST_007907,MERCH_02326,2024-01-16 01:29:00,64.44268100114897,20,0,4.181174660299255,0,6,1.3576735051451838,0.16652564208900622
079501a4-90d1-4d1f-baf5-fb490fd6a43a,CUST_007492,MERCH_02172,2024-01-27 04:52:00,308.77987660598444,8,0,5.735861969791638,1,3,0.06090832112891536,0.13506325579241843
e4f27f9c-77f4-4701-b80c-34486112e3a2,CUST_001926,MERCH_00688,2024-01-04 13:26:00,56.22777389981345,19,0,4.047039338229809,0,3,0.11095820978359014,0.3185311861374369
ea4955f7-8a30-4ae5-9454-895a54c4587a,CUST_022787,MERCH_01760,2024-01-25 11:50:00,298.2389994810603,20,0,5.701242583465198,0,3,1.3823872624769793,0.2262299491282937
f49e290e-902e-477a-bb2d-f2a46b144a58,CUST_019415,MERCH_04401,2024-01-02 20:55:00,147.6415844909363,15,0,5.001537934931588,0,3,0.3611036139628304,0.11713459890001256
ce98bb04-3827-4b06-b586-5803203ee3bf,CUST_017779,MERCH_00460,2024-01-19 07:46:00,128.56454542122287,11,0,4.864179177210585,0,2,0.02515129654637533,0.0676545187119014
45dcd4bf-4d65-4d2c-b4c6-2a78a8befb16,CUST_020060,MERCH_04009,2024-01-30 05:47:00,303.0858465265465,19,0,5.717310051431657,0,4,0.9913360934006349,0.11213490370586404
2117cb0a-62b6-4430-8b6c-56b4f877de97,CUST_016381,MERCH_01101,2024-01-29 03:45:00,476.21955375617625,14,0,6.167976665403077,0,1,0.41367715524546783,0.20678772324289305
9127bf76-bf69-4349-a037-7e79ec777f34,CUST_015586,MERCH_04970,2024-01-28 03:21:00,100.02057468023322,14,0,4.615324205800534,1,0,0.046994899237566626,0.3269513857901443
208d582b-0e51-4c92-af72-7358a3e1b173,CUST_012299,MERCH_03953,2024-01-08 15:36:00,63.518787435348514,17,0,4.166956459455925,0,4,0.9211217067444364,0.05951017771361828
1952b017-5133-464f-bc8f-e96c980c75b1,CUST_007644,MERCH_00631,2024-01-27 18:39:00,59.21438456968583,13,0,4.097911270111942,1,1,0.05194797071514783,0.14774465506537374
a72ad411-1e78-4f2a-9fdd-2104cdad3f1e,CUST_016372,MERCH_03424,2024-01-23 10:40:00,20.650442980407373,8,0,3.075025915227969,0,3,0.4102159114715206,0.12910617215485154
b086a53d-3667-4b7b-ba6c-0737dd99d2e2,CUST_013519,MERCH_02910,2024-01-10 01:26:00,37.88677134615816,12,0,3.660654124565935,0,3,0.12729398330272196,0.07962476935132047
da6af2e3-e9ba-4a59-b58c-becc72ee265e,CUST_002668,MERCH_04027,2024-01-17 00:09:00,258.1567785978153,21,0,5.557433201337096,0,6,0.5604642175264047,0.05098818576874131
a82a4634-35f8-49f2-8576-ce0f552eed45,CUST_018547,MERCH_03896,2024-01-05 13:48:00,65.7689725293296,20,0,4.201238489543044,0,4,0.6484183906218866,0.18348892254749546
d00de2f3-cdbf-44d5-bcf6-c4033ea7e6da,CUST_011084,MERCH_04917,2024-01-11 18:44:00,157.8238327527096,15,0,5.067795617858848,0,1,0.016152697358771805,0.20088552461583215
d5ec52ac-8c8b-42ca-8c22-473628fdca9b,CUST_009985,MERCH_02360,2024-01-16 06:16:00,152.19840556731387,8,0,5.031733849728272,0,2,0.09254598544755553,0.2738793164265585
b961a376-1608-4551-998b-f877c105ea7a,CUST_022875,MERCH_02412,2024-01-06 15:10:00,16.56453565429719,9,0,2.8658818495184963,1,2,0.25708934588604476,0.136078927154262
01e58773-ba98-4360-bb59-95568acdeb70,CUST_010148,MERCH_03486,2024-01-07 02:32:00,177.64255354002344,10,0,5.185386901764846,1,4,0.45022495216638486,0.31923167894178395
ca680046-1727-433e-a5b7-bf054f2eff85,CUST_003757,MERCH_04613,2024-01-03 16:50:00,28.203059523642036,15,0,3.374273481992302,0,1,0.2985428225576963,0.20393640922401493
0cdbb343-20af-41d7-8322-faf1d37af801,CUST_008921,MERCH_01178,2024-01-30 15:19:00,138.25534231532788,9,0,4.936309242993043,0,3,0.1260191077822723,0.09898724454732992
c02becac-5e68-440a-b1a9-14164b1e104f,CUST_002337,MERCH_01240,2024-01-28 05:08:00,22.19834420252967,15,0,3.1440809055446457,1,4,0.16091184502399547,0.16285623527547533
011bc38c-26dd-4e04-9979-607789591a5d,CUST_007716,MERCH_04224,2024-01-29 09:04:00,294.09677502622935,15,0,5.687303353479247,0,5,1.8869737120029888,0.33101766742437194
a4f48b85-5430-4ae6-ad7a-6474172a2348,CUST_013995,MERCH_00988,2024-01-10 18:20:00,151.7009233461536,8,0,5.028481259004953,0,3,0.10956962312268338,0.2811648387440324
8db32fb4-ca35-4187-9f6c-46d327bb7320,CUST_012589,MERCH_04883,2024-01-04 15:36:00,108.52686447037934,16,0,4.696169856795236,0,4,3.5014550239525994,0.24232092179184858
75701883-6166-4781-bc00-c1e9fcc394bb,CUST_019562,MERCH_03554,2024-01-18 22:51:00,374.5265348237256,18,0,5.928329134017036,0,1,0.3099479015704307,0.3242179854229087
854d061b-4bfb-4925-9d9c-8928b5315659,CUST_013719,MERCH_03148,2024-01-15 18:03:00,98.83932045287132,21,0,4.603562098236489,0,1,0.02740239371178117,0.16137086968106618
8011af66-f712-4301-9052-4f76c5288052,CUST_001313,MERCH_01930,2024-01-11 18:05:00,82.286085789939,13,0,4.422281497884841,0,4,0.10511088056408414,0.22343521162154947
73a22426-3280-433f-b033-98d7588d51d0,CUST_017940,MERCH_03620,2024-01-06 03:20:00,204.8265503788657,17,0,5.327033825666096,1,8,0.29355149161133237,0.18317343367709515
5ec6daf0-1656-402b-bf15-c1be0d9c3589,CUST_005320,MERCH_02386,2024-01-20 14:51:00,179.79112372237952,11,0,5.197342352297039,1,2,0.6892703871827267,0.14390701644853918
1693efe5-1f4d-4027-ad52-14b4ba046d67,CUST_002444,MERCH_03292,2024-01-17 14:59:00,175.63279480538432,12,0,5.174072971979295,0,2,0.4810815513314876,0.2827303053812494
8e8bc87a-e788-4c0e-84fe-8101a74dc5d8,CUST_002721,MERCH_01012,2024-01-28 04:24:00,92.3809836760943,9,0,4.536687723606972,1,4,0.3418115323127623,0.08506286525815059
0ec4d1c7-0de2-47c3-9491-48bc2a727680,CUST_001940,MERCH_02528,2024-01-02 08:50:00,266.99467497284684,1,1,5.590967110809153,0,11,3.2239101897960616,0.7302524446707624
86e15493-7b87-40bf-a0ef-b75b3fd92462,CUST_018804,MERCH_03632,2024-01-10 05:36:00,328.0796437742526,15,0,5.796299799810331,0,4,0.5631129113143789,0.3550469336173964
90234424-51f2-4b55-b099-da53eaf1145f,CUST_017073,MERCH_02637,2024-01-03 12:27:00,91.05453443885978,16,0,4.522381167072664,0,2,0.2749878582443703,0.2855164968422927
be3034d6-ccb1-41dd-b071-638df73fd221,CUST_015508,MERCH_04188,2024-01-09 16:53:00,54.167140686894975,21,0,4.010367498623784,0,6,0.0681096588594119,0.13276850666632303
332f437c-8281-4d20-839e-edd72dabfefa,CUST_013998,MERCH_00895,2024-01-30 08:49:00,205.7156370157811,10,0,5.331344114604194,0,2,0.0867646504532919,0.09703619806838201
0c6bb997-f4b7-4aef-a6ee-180b6a953ecf,CUST_022420,MERCH_02662,2024-01-09 05:15:00,169.7533247475596,12,0,5.1402199696965285,0,5,0.6149918014850029,0.0067038890951789665
4fc52116-f045-4530-bf0c-32851f55acd6,CUST_012313,MERCH_04286,2024-01-08 14:46:00,32.32320109436404,8,0,3.506253883943519,0,4,0.5684647354137976,0.08904400180494244
4812a8a8-ce39-4024-878c-91a84c3f6902,CUST_015827,MERCH_03725,2024-01-28 20:31:00,113.67963827239348,10,0,4.742142486775746,1,4,0.42952988234197864,0.5053978460607632
f17390f6-20ba-4838-acba-8ed4db7bdc76,CUST_001008,MERCH_00831,2024-01-18 00:24:00,166.805945865104,19,0,5.122808227643135,0,6,2.005294890792055,0.0762542988340743
5c5b0fbf-97f9-437d-bdba-852344a5c5ee,CUST_023697,MERCH_04083,2024-01-13 21:00:00,128.88112690404193,19,0,4.866619623698713,1,1,0.13210308913053387,0.26295351832993386
1780b7a0-cf1d-48b6-a7bd-d4ffc0d349d5,CUST_017321,MERCH_00647,2024-01-26 15:39:00,67.84350413198754,15,0,4.23183587260432,0,1,1.5466703019182588,0.2780739152578428
1dd49979-3e96-4c54-8c57-94a43772ebe2,CUST_003094,MERCH_03292,2024-01-17 08:54:00,89.86125209780553,12,0,4.509333640753647,0,2,0.6744089733850236,0.17062720301687487
b3d3ab20-6068-4ac7-86ad-276a4ca825d5,CUST_012809,MERCH_03944,2024-01-27 17:07:00,102.94353743085964,15,0,4.643847842394089,1,3,0.1861931683367453,0.13080902657669632
76388562-62f8-4ca1-b1f6-e408b23ce39c,CUST_011654,MERCH_00924,2024-01-08 03:07:00,28.15607904930401,14,0,3.372663434769687,0,2,0.9318880127100725,0.3400416308211949
9e4b3696-fac6-4c1d-8efe-967e5b9e7324,CUST_021196,MERCH_04677,2024-01-17 12:33:00,238.79438192626947,19,0,5.479781814154956,0,4,0.9093314062942577,0.19308449638613778
cca24167-ac1a-4604-ae5f-d3bb9147c836,CUST_009077,MERCH_04876,2024-01-01 12:08:00,161.9640788200284,20,0,5.0935298011833,0,6,0.07231590828967645,0.009313733603059865
9276f9fe-1d04-4039-b48a-ced7e54473ee,CUST_021521,MERCH_00768,2024-01-01 14:36:00,54.819866195586435,15,0,4.022129831035909,0,2,0.00948149624853952,0.3029461209250818
42c90bc3-f0e3-454b-9953-cb314df05aa3,CUST_001241,MERCH_00457,2024-01-18 17:47:00,26.58203575309619,20,0,3.31716468229872,0,2,0.8578262260156444,0.17754518654163542
accdb62a-878d-40d2-9a2b-b71b85a81fd3,CUST_020741,MERCH_02221,2024-01-01 03:55:00,27.659527435462078,11,0,3.3554859336200558,0,0,0.5410515501988874,0.2591823485105886
5c0664b9-08c4-4e72-a3b5-897d1d31e371,CUST_018181,MERCH_04331,2024-01-06 18:55:00,69.4204311650034,16,0,4.25448343647163,1,3,0.06981978457060725,0.07025021364060743
5d537ef4-4a38-4c16-a23f-7eeb7f780c5b,CUST_013396,MERCH_00670,2024-01-25 21:34:00,71.76421783071571,18,0,4.287224321056031,0,3,0.22346537857671456,0.12990642052462684
db54b0a7-d803-49fb-80c7-edffab6990b7,CUST_008947,MERCH_01099,2024-01-09 01:33:00,191.3405527014907,11,0,5.2592675128451996,0,2,0.017345257888841586,0.09124903616264247
b8a4cd80-3faa-481c-bf30-5461266388de,CUST_016033,MERCH_03611,2024-01-02 06:02:00,101.10817400244838,10,0,4.626032780755982,0,3,0.03123717632004764,0.15586775002153633
9c645f33-8d4e-4156-8e1f-e7eb097838d6,CUST_006723,MERCH_03730,2024-01-16 17:51:00,115.07109628312732,13,0,4.754202902352963,0,4,0.4646147853998254,0.2154499579196725
e82625db-73fb-4082-a4cc-6dc38e8808f3,CUST_020018,MERCH_00598,2024-01-06 13:37:00,286.5948481865728,12,0,5.661552712566049,1,8,0.05043848807225442,0.29839565482374214
5d232b6d-dee5-4857-94d2-9181e055fdd2,CUST_002574,MERCH_01541,2024-01-18 04:16:00,40.215522179044385,15,0,3.7188149373208503,0,3,0.2818676244448774,0.06879959090403802
33cdc77d-67fa-47b9-8fef-200bd65cb127,CUST_003187,MERCH_04726,2024-01-20 21:23:00,39.92491880590062,21,0,3.711739139282124,1,4,0.00795006476133503,0.046511225059298174
